REVMAN_ID,REVIEW_TITLE,PERFBIAS_RISK,PERFBIAS_JUDGEMENT,YEAR
STD-vs-QTP---Jin-2007,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2007
STD-vs-QTP---Kong-2003,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2003
STD-vs-QTP---Li-2003,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2003
STD-vs-QTP---Li-2010,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2010
STD-vs-QTP---Liu-2003,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2003
STD-vs-QTP---Mei-2007,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2007
STD-vs-QTP---Nai-2007,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2007
STD-vs-QTP---NCT00882518,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2009
STD-vs-QTP---Peng-2006,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Double blind[comma] but untested.,2006
STD-vs-QTP---Peuskens-1997,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,1997
STD-vs-QTP---Sun-2006,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2006
STD-vs-QTP---Tian-2006,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2006
STD-vs-QTP---Wan-2002,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2007
STD-vs-QTP---Wan-2008,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2008
STD-vs-QTP---Wang-2004,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2004
STD-vs-QTP---Wang-2005,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2005
STD-vs-QTP---Yang-2007,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2007
STD-vs-QTP---Zhang-2002,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2002
STD-vs-QTP---Zhang-2003,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2003
STD-vs-QTP---Zhang-2006,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2006
STD-vs-QTP---Zhang-2008,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2008
STD-vs-QTP---Zhou-2003,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2003
STD-vs-QTP---Zhou-2004,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2004
STD-vs-QTP---Zou-2006,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2006
STD-vs-RPD---Chang-1998,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,1998
STD-vs-RPD---Cui-2001,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Low risk,Double blind (clinician and patients are blinded). Quote "risperidone and chlorpromazine were placed into capsules of equal size and same colour[comma] dispensed by pharmacist. Neither patients or clinician are aware of the content of the capsule." p206.,2001
STD-vs-RPD---Feng-2003,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Double-blind[comma] but untested.,2003
STD-vs-RPD---He-1999,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,1999
STD-vs-RPD---Lin-2005,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2005
STD-vs-RPD---Liu-2000,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2000
STD-vs-RPD---Liu-2005,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2005
STD-vs-RPD---Luo-2001,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Double blind[comma] but untested.,2001
STD-vs-RPD---Ma-2004,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2004
STD-vs-RPD---Wang-2002,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2002
STD-vs-RPD---Wang-2005,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2005
STD-vs-RPD---Wu-2002,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2002
STD-vs-RPD---Wu-2004,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2004
STD-vs-RPD---Zheng-2001,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2001
STD-Jacobsson-1974,Chlorpromazine versus clotiapine for schizophrenia,Low risk,Quote: "clotiapine or 100 mg chlorpromazine were administered using the double-blind technique".,1974
STD-Kaneko-1969,Chlorpromazine versus clotiapine for schizophrenia,Low risk,Quote: "Employed as the experimental method in the present study. was the double-blind[comma] controlled technique ".,1969
STD-Schliefer-2003,Chlorpromazine versus clotiapine for schizophrenia,Low risk,Quote: "The design was double-blind crossover".,2003
STD-Van-Wyk-1971,Chlorpromazine versus clotiapine for schizophrenia,High risk,Quote: "Because of the administrative and staff shortage problems we could not introduce· any 'blind' procedures into the trial".,1971
STD-Kramer-1975,Chlorpromazine versus metiapine for schizophrenia,Low risk,Quote: "a four-week double-blind study.",1975
STD-Simpson-1973,Chlorpromazine versus metiapine for schizophrenia,Low risk,Quote: "The study was conducted under double blind condition.",1973
STD-Steinbook-1975,Chlorpromazine versus metiapine for schizophrenia,Low risk,Quote: "in a double blind manner.",1975
STD-Chouinard-1977,Chlorpromazine versus penfluridol for schizophrenia,Unclear Risk,Described as double blind-no further details reported.,1977
STD-Claghorn-1979,Chlorpromazine versus penfluridol for schizophrenia,Unclear Risk,Described as "double blind"-placebo tablet given to penfluridol group to cover non-drug days. No further details reported.,1979
STD-Wang-1982,Chlorpromazine versus penfluridol for schizophrenia,Low risk,"All patients received identical appearing capsules on a special "blister pack" medi­cation card allowing the patient to take the medication on a twice-a-day schedule".,1982
STD-Abrams-1958,Chlorpromazine versus placebo for schizophrenia,Unclear Risk,"The experimental group received chlorpromazine under the name of "Thoraxine A"[comma] "The control group[comma] received a placebo[comma] the same size[comma] shape and colour as the chlorpromazine. As a differentiation from the chlorpromazine[comma] the placebo was known as "Thorazine B".,1958
STD-Baker-1959,Chlorpromazine versus placebo for schizophrenia,Low risk,"Matching tablets" were used.,1959
STD-Ban-1975,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind" "All medication was supplied in capsules identical in appearance[comma] taste and smell".,1975
STD-Bishop-1963,Chlorpromazine versus placebo for schizophrenia,Unclear Risk,"Double blind" no further details reported.,1963
STD-Borison-1991,Chlorpromazine versus placebo for schizophrenia,Unclear Risk,"Double blind" no further details reported.,1991
STD-Chouinard-1990,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double blind"[comma] "The trial drugs were provided in the form of identical white opaque gelatin capsules".,1990
STD-Clark-1961,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind"[comma] "neither the patients nor the personnel involved in the care or evaluation of the subjects were informed of any individual's medication until the end of the study. Medications were dispensed in individually labeled bottles so that identification by code was not possible".,1961
STD-Clark-1967,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind procedure in which neither the investigators nor the subjects knew who was receiving chlorpromazine. Medications were dispensed in identical-appearing capsules from individual stock bottle labeled only with the patient's name.",1967
STD-Clark-1968a,Chlorpromazine versus placebo for schizophrenia,Low risk,"Identically appearing capsules from each subject's individually labelled stock bottle to meet the double-blind requirements of the study".,1968
STD-Clark-1968b,Chlorpromazine versus placebo for schizophrenia,Low risk,Double-blind"[comma] "All medications were identical in appearance".,1968
STD-Clark-1970a,Chlorpromazine versus placebo for schizophrenia,Low risk,"Identically appearing capsules"[comma] "double-blind[comma] with medications dispensed from individual stock bottles labelled only with the patient's name".,1970
STD-Clark-1970b,Chlorpromazine versus placebo for schizophrenia,Unclear Risk, No information reported.,1970
STD-Clark-1971,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind"[comma] "identical appearing medication was administered from a bottle labelled only with the patient's name".,1971
STD-Clark-1972,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind"[comma] identical appearing medication in capsule form was administered orally to each subject rom his individual stock bottle labelled only with his name".,1972
STD-Clark-1977,Chlorpromazine versus placebo for schizophrenia,Low risk,"Placebo tablets identical to the white butaclamol and to the brown CPZ preparations were taken by all subjects during the dryout period and by the placebo group during treatment". "Each patient received his/her medication from individual stock bottles". "Double-blind".,1977
STD-Cohen-1968,Chlorpromazine versus placebo for schizophrenia,Unclear Risk,"Double-blind" no further details reported.,1968
STD-Cole-1964,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind" oral medication "prepared as standard No. 2 pink capsules"[comma] IM from "1 cc glass ampules" with sterile saline for placebo.,1964
STD-Cooper-2000,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind" "A double-dummy technique was used to maintain blinding because of differences in capsule and tablet appearances[comma] i.e. patients received active zotepine plus placebo chlorpromazine or placebo zotepine plus active chlorpromazine or double placebo.",2000
STD-Dean-1958,Chlorpromazine versus placebo for schizophrenia,Unclear Risk,"Those patients on placebo were given tablets which were identical in appearance with chlorpromazine." "Until the patients were receiving 1000 mg of chlorpromazine a day[comma] the hospital pharmacist was was the only person who knew which patients were receiving placebos. At the 1000 mg level the ward physician checked the master list to determine who was on the placebos".,1958
STD-Engelhardt-1960,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind" "The medication was in the form of pink capsules containing either placebo[comma] promazine hydrochloride or chlorpromazine hydrochloride". "The treating psychiatrist did not know which agent the patient received".,1960
STD-Fink-1963,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind" "Each medication was dissolved in a highly flavoured liquid vehicle and each patient received 40ml per day from individually labelled bottles".,1963
STD-Fleming-1959,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind" "the tablets of the 3 treatments were identical in appearance[comma] the hospital dispenser alone knowing to which treatment any particular patient had been assigned at the outset".,1959
STD-Grygier-1958,Chlorpromazine versus placebo for schizophrenia,Unclear Risk, No information reported.,1958
STD-Gwynne-1962,Chlorpromazine versus placebo for schizophrenia,Unclear Risk,"All drugs and placebo were identical in appearance and taste." No further details reported.,1962
STD-Hall-1955,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind" "identical-appearing placebo".,1955
STD-Hamill-1975,Chlorpromazine versus placebo for schizophrenia,Unclear Risk, No information reported.,1975
STD-Hamilton-1960,Chlorpromazine versus placebo for schizophrenia,Low risk,"Form the point of view of the patients[comma] nurses and physicians[comma] there were 27 patients receiving one kind of tablet and 27 patients receiving the other kind[comma] but only the pharmacist knew which of the patients were receiving active and which inert tablets. All the tablets were sugar-coated nad the placebo tablets were indistinguishable from the active drugs. ".,1960
STD-Hankoff-1962,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind" "All the drugs and their placebos were administered in pink No.2 capsules".,1962
STD-Hine-1958,Chlorpromazine versus placebo for schizophrenia,Unclear Risk,"Double-blind" "The results of this assignment were not known to the judges[comma] raters or other ward personnel" "corresponding placebo tablets or solution" no further details reported.,1958
STD-Hogarty-1973,Chlorpromazine versus placebo for schizophrenia,Low risk,"Assigned on a double-blind basis to identical looking 100 mg or 50 mg tablets of chlorpromazine or placebo".,1973
STD-Klein-1973,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind" "Medication was administered in a highly flavoured liquid placebo[comma] and each patient received a constant 40 ml/day from individually labelled bottles".,1973
STD-Kurland-1961,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind" "The drugs were dispensed in standard unmarked capsules [...] coloured pink to mask all identifying consistencies and colours of the drugs".,1961
STD-Letemendia-1967,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind" "Neither patients[comma] doctors[comma] nor nurses knew which patients were being given chlorpromazine and which placebo. All medication was dispensed in uniform amber-coloured capsules. Each patient was supplied from a separated bottle[comma] replenished weekly according to the design by an independent party".,1967
STD-Nishikawa-1982,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind" "Drug appearance[comma] with respect to powder colour[comma] taste and volume[comma] was  made identical by adding a kind of stomachics.,1982
STD-Payne-1960,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind" "All three types of tablet were exactly the same colour[comma] size and shape. Each patient's medication was supplied to the wards in identical containers bearing the patient's name only. The physician and ward personnel were unaware of which patient was receiving which tablet; the latter being known only to the pharmacist and not divulged until the completion of the investigation".,1960
STD-Peet-1981,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind" "Capsules of identical appearance".,1981
STD-Prien-1968,Chlorpromazine versus placebo for schizophrenia,Unclear Risk,"Double-blind" no further details reported.,1968
STD-Ramu-1999,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind" "The medicines and placebo were administered in the form of identical tablets".,1999
STD-Ramu-1999a,Chlorpromazine versus placebo for schizophrenia,Unclear Risk,"Double-blind" "Sugar coated uniform tablets of the trial drugs" no further details reported.,1999
STD-Rappaport-1978,Chlorpromazine versus placebo for schizophrenia,Unclear Risk,"physician [...] and the nursing staff remained blind as to whether the patient was receiving medication or placebos" no further details reported.,1978
STD-Reardon-1966,Chlorpromazine versus placebo for schizophrenia,Unclear Risk,"Neither the ward personnel nor the investigator knew which drug the patient received" no further details reported.,1966
STD-Reschke-1974,Chlorpromazine versus placebo for schizophrenia,Unclear Risk,"Double-blind" no further details reported.,1974
STD-Saretsky-1966,Chlorpromazine versus placebo for schizophrenia,Low risk,"The drugs were packaged in individual bottles with only the patient's name printed on them as a means of identification." "Throughout the experiment[comma] whether the patient received the drug or a placebo was not known to anyone connected with the experiment." "The two kinds of pills were identical in size[comma] shape[comma] colour[comma] and taste.",1966
STD-Schiele-1961,Chlorpromazine versus placebo for schizophrenia,Low risk,"During the first 16 weeks[comma] the study was carried out under strict double-blind conditions. Each patient had his individual bottle of medication; the capsules were identical in appearance[comma] and only the hospital pharmacist had the code for determining which patient was receiving each kind of medication".,1961
STD-Serafetinides-1972,Chlorpromazine versus placebo for schizophrenia,Unclear Risk,"All medications were prepared in identically appearing capsules" no further details reported.,1972
STD-Shepherd-1956,Chlorpromazine versus placebo for schizophrenia,Low risk,Two kinds of inert substances were employed[comma] one indistinguishable from reserpine[comma] the other from chlorpromazine. Nobody but the ward doctor allocating the drugs and the dispenser knew which patients were receiving drugs and which patients were on placebo".,1956
STD-Simon-1958,Chlorpromazine versus placebo for schizophrenia,Unclear Risk, No information reported.,1958
STD-Smith-1961,Chlorpromazine versus placebo for schizophrenia,Low risk,"The medication used during the study was prepared in identical capsules" "Neither the patients nor the attending physicians knew what medication was being given. An identifying code was available but not broken until the end of the study.",1961
STD-Somerville-1960,Chlorpromazine versus placebo for schizophrenia,Low risk,"The two placebos were identical in appearance with the respective active tablets.",1960
STD-Spohn-1977,Chlorpromazine versus placebo for schizophrenia,Unclear Risk,"During the drug treatment period[comma] patients[comma] project personnel[comma] and hospital personnel were "blind" to the patients' drug status" no further details reported.,1977
STD-Tetreault-1969,Chlorpromazine versus placebo for schizophrenia,Low risk,"TPS-23 (50mg[comma] chlorpromazine (100 mg) and placebo presented in identical white capsules; they were distributed on the ward in containers on which only the patient's name appeared. The double-blind technique was followed throughout the experiment".,1969
STD-Vaughan-1955,Chlorpromazine versus placebo for schizophrenia,Unclear Risk,"The hospital pharmacist alone knowing which patients were receiving chlorpromazine and which the placebo" no further details reported.,1955
STD-Walsh-1959,Chlorpromazine versus placebo for schizophrenia,Low risk,As this involved periodic changes in the number and/or size  of the tablets[comma] the number and/or size of the tablets given to the placebo group was altered simultaneously. Neither the doctor nor the ward staff were aware of the nature of the preparation being given to a particular patient. A separate bottle was assigned to each patient and in this supplies of the specific preparation were issued at weekly intervals".,1959
STD-Weckowicz-1960,Chlorpromazine versus placebo for schizophrenia,Low risk,"Double-blind" "The patients in the three groups received respectively from bottles marked "A"[comma] "B" and "C" 50mg tablets which looked exactly the same".,1960
STD-Xiong-1994,Chlorpromazine versus placebo for schizophrenia,Unclear Risk,Double blind.,1994
STD-Ayd-1956,Chlorpromazine versus reserpine for schizophrenia,Unclear Risk,No indication of blinding.,1956
STD-Barrett-1957,Chlorpromazine versus reserpine for schizophrenia,Low risk,Text in study: "parallel control group is used to insure that the raters remain objective in their ratings. If the raters are not aware of wether they are rating an experimental or a control subject[comma] they are more apt to base their ratings on observations than on personal bias". "The genuine surprise of the raters upon learning that there was actually no control group lent further support to the impression that the raters indeed behaved as though there was a control group" - blinding the raters. SN and CEA judgement: nice approach to remain as objective as possible considering many refined methods.,1957
STD-Gardner-1955,Chlorpromazine versus reserpine for schizophrenia,Low risk,Text in study: "The double blind method was employed[comma] except that the responsible ward physician prescribed the drugs because of the need for close observation for toxic effects" - no further details. SN and CEA judgement: in general the double-blind method was obtained[comma] so overall acceptable.,1955
STD-Kovitz-1955,Chlorpromazine versus reserpine for schizophrenia,Low risk,Text in study: "attendants[comma] nurses[comma] and physicians [...] did not know which medication their patients were receiving". SN and CEA judgement: blinding of personnel seems to work but no further details about the double-blind technique is given.,1955
STD-Kurland-1956,Chlorpromazine versus reserpine for schizophrenia,Unclear Risk,Not reported.,1956
STD-Lasky-1962,Chlorpromazine versus reserpine for schizophrenia,Low risk,Text in study: "Drugs were administered in capsules of identical appearance[comma] using double-blind controls". SN and CEA judgement: Based on the knowledge about double-blind both the participants and the personnel did not know about the drug the patient was receiving[comma] additionally the identical appearance is a sign for the employment of the double-blind method.,1962
STD-Shepherd-1956,Chlorpromazine versus reserpine for schizophrenia,Low risk,Text in study: "Two kinds of inert substances were employed[comma] one indistinguishable in appearance and taste from reserpine[comma] the other from chlorpromazine. Nobody but the ward doctor allocating the drugs and the dispenser knew which patients were receiving drugs and which patients were on placebo". SN and CEA judgement: might have distinguished between drugs because of adverse effects but both compound unfamiliar to doctors and patients of that time.,1956
STD-Wirt-1959,Chlorpromazine versus reserpine for schizophrenia,Low risk,Text in study: "the staff were kept ignorant of the order within the random list". "The particular group into which a patient would be placed was not known until after he had been selected as suitable for the study". SN and CEA judgement: clearly underlined that the staff were blinded.,1959
STD-Zeller-1956,Chlorpromazine versus reserpine for schizophrenia,Unclear Risk,Text in study:"Multiple[comma] independent clinical observations were made by members of a research team who were thoroughly familiar with the pattern of each patient's illness before drug or placebo treatment was instituted". SN and CEA judgement: since members of research team were aware of the clinical history of their patients before and after drug administration it is very likely that the blinding method was not employed at all.,1956
STD-Beckham-1981,Cholinergic medication for antipsychotic-induced tardive dyskinesia,Low risk,"double blind". "Only a member of the hospital pharmacy staff was aware of each patient's group assignment during the study. The investigator[comma] patients[comma] ward nurses[comma] and physicians were all blind to patient status." "The control substance was a mixture of crushed graham cracker and corn oil which[comma] when mixed with milk[comma] resembled the lecithin mixture in taste[comma] appearance[comma] and viscosity. The mixtures were further disguised and made more palatable by the addition of artificial sweetener and vanilla extract.",1981
STD-Caroff-2007,Cholinergic medication for antipsychotic-induced tardive dyskinesia,Unclear Risk,"double-blind[comma]" details not reported.,2007
STD-de-Montigny-1979,Cholinergic medication for antipsychotic-induced tardive dyskinesia,Unclear Risk,"double-blind" Details not reported.,1979
STD-Gelenberg-1990,Cholinergic medication for antipsychotic-induced tardive dyskinesia,Unclear Risk,"double-blind". "Several lecithin preparations were used during the study. We started with frappes prepared with chunks of 55% PC. That preparation was succeeded by chunks[comma] chicken soup[comma] and granola bars that contained 80% to 100% PC. Placebo included corn oil in frappes[comma] ground corn flakes[comma] and matching chicken noodle soup and granola bars." Unclear if the lecithin and placebo preparations were identical (color[comma] taste[comma] smell...)."The 14 completers were asked to fill out a questionnaire in which they specified (l) which of the two medications they thought was most helpful[comma] (2) what effects (if any) they noted on their mood[comma] and (3) whether they could guess which of the two medications was lecithin and which was placebo. Seven of the 14 patients felt that one treatment was definitely more helpful than the other; of those[comma] 6 indicated that lecithin was the more helpful treatment.",1990
STD-George-1981,Cholinergic medication for antipsychotic-induced tardive dyskinesia,Unclear Risk,"double-blind"[comma] further details not reported.,1981
STD-Jackson-1978,Cholinergic medication for antipsychotic-induced tardive dyskinesia,Unclear Risk,"double-blind"[comma] details not reported.,1978
STD-Jackson-1979,Cholinergic medication for antipsychotic-induced tardive dyskinesia,Low risk,"double-blind"; "Each dose of lecithin or placebo was prepared in a coded bottle independent of the patient clinical staff[comma] and raters". "No attempt was made to systematically and objectively rate body odour[comma] but no significant change[comma] and particularly no "fishy odour[comma]" was noted by the subjects[comma] ward staff[comma] or raters.",1979
STD-Jahanian-2014,Cholinergic medication for antipsychotic-induced tardive dyskinesia,Unclear Risk,"Double blind". No details reported.,2014
STD-Kocher-1980,Cholinergic medication for antipsychotic-induced tardive dyskinesia,Unclear Risk,"double blind" not described.,1980
STD-Lucius-1976,Cholinergic medication for antipsychotic-induced tardive dyskinesia,Unclear Risk,Identical capsules planned[comma] but apparently differences in form and taste.,1976
STD-Ogunmefun-2009,Cholinergic medication for antipsychotic-induced tardive dyskinesia,Unclear Risk,"double-blind"[comma] no further details reported.,2009
STD-Price-1982,Cholinergic medication for antipsychotic-induced tardive dyskinesia,Low risk,"double-blind". "Although the subjects assigned to one of the treatment groups were informed that they would receive either the lecithin treatment or a placebo control treatment[comma] neither the patients nor the researcher knew to which group any individual had been assigned." "The placebo substance resembled the lecithin mixture in taste[comma] .appearance[comma] and thickness" The no treatment group's participants could not have been blinded.,1982
STD-Tarsy-1977,Cholinergic medication for antipsychotic-induced tardive dyskinesia,Unclear Risk,"double blind" no details reported.,1977
STD-Yagi-1990,Cholinergic medication for antipsychotic-induced tardive dyskinesia,Unclear Risk,"double blind" not described.,1990
STD-Itoh-1969,Clotiapine for acute psychotic illnesses,Information could not be retrieved,Information could not be retrieved,1969
STD-Jacobsson-1974,Clotiapine for acute psychotic illnesses,Information could not be retrieved,Information could not be retrieved,1974
STD-Perales-1974,Clotiapine for acute psychotic illnesses,Information could not be retrieved,Information could not be retrieved,1974
STD-Subramaney-1998,Clotiapine for acute psychotic illnesses,Information could not be retrieved,Information could not be retrieved,1998
STD-Uys-1996,Clotiapine for acute psychotic illnesses,Information could not be retrieved,Information could not be retrieved,1996
STD-Cipriani-2013a,Clozapine combined with different antipsychotic drugs for treatment-resistant schizophrenia,High risk,Quote: "...the patients and clinicians were not blind to pharmacological treatments.",2013
STD-Genç-2007,Clozapine combined with different antipsychotic drugs for treatment-resistant schizophrenia,Unclear Risk,No information on blindness of participants given.,2007
STD-Kong-2001,Clozapine combined with different antipsychotic drugs for treatment-resistant schizophrenia,Unclear Risk,Insufficient information.,2001
STD-Kuwilsky-2010,Clozapine combined with different antipsychotic drugs for treatment-resistant schizophrenia,High risk,Quote: "open label"; "antipsychotics were applied in an open manner.",2009
STD-Wen-2015,Clozapine combined with different antipsychotic drugs for treatment-resistant schizophrenia,Unclear Risk,Described as single blind.,2015
STD-Chen-1998,Clozapine dose for schizophrenia,High risk,Not stated.,1998
STD-Chen-2013,Clozapine dose for schizophrenia,High risk,Not stated.,2013
STD-Liu-2005,Clozapine dose for schizophrenia,High risk,Not stated.,2005
STD-Sheng-1990,Clozapine dose for schizophrenia,Unclear Risk,‘Double blind’[comma] no further details.,1990
STD-Simpson-1999,Clozapine dose for schizophrenia,Unclear Risk,Participants were blinded to doses of clozapine; no details on personnel giving the treatment.,1999
STD-Atmaca-2003,Clozapine versus other atypical antipsychotics for schizophrenia,Low risk,Quote: "raters were blind to drug assignment." "The prescribing physician was not blind to assignment" Comment: Single/rater blind study. Subjective measures may lead a source of bias. Also review authors believe that the fact the prescribing physician was not blind will introduce bias. The success of blinding was not evaluated.,2003
STD-Azorin-2001,Clozapine versus other atypical antipsychotics for schizophrenia,Low risk,Quote: “..assigned to double-blind treatment”. Comment: Probably done. The success of blinding was not evaluated.,2001
STD-Bitter-2004,Clozapine versus other atypical antipsychotics for schizophrenia,Low risk,Quote: “This was a Phase III[comma] 18-week[comma] randomised[comma] double blind[comma] parallel study” Comment: The success of blinding was not evaluated.,2004
STD-Bondolfi-1998,Clozapine versus other atypical antipsychotics for schizophrenia,Low risk,Quote: “Double blind[comma] double dummy protocol” Comment: Probably done. The success of blinding was not evaluated.,1998
STD-Breier-1999,Clozapine versus other atypical antipsychotics for schizophrenia,Low risk,Quote: "..double blind comparison trial.” Comment: Probably done. The success of blinding was not evaluated.,1999
STD-Conley-2003,Clozapine versus other atypical antipsychotics for schizophrenia,Low risk,Quote: ”randomised double-blind 16 week..” Comment: Probably done. The success of blinding was not evaluated.,2003
STD-Heinrich-1994,Clozapine versus other atypical antipsychotics for schizophrenia,Low risk,Quote: “This is a randomised[comma] double blind study..” Tablets were identical appearance. Comment: Probably done. The success of blinding was not evaluated.,1994
STD-Krakowski-2006,Clozapine versus other atypical antipsychotics for schizophrenia,Low risk,Quote: “The medication was administered in a double-blind fashion..” The success of blinding was not evaluated. Comment: Probably done.,2006
STD-Kumra-2008,Clozapine versus other atypical antipsychotics for schizophrenia,Low risk,Quote: “medication was administered under double-blind condition”. The success of blinding was not evaluated.,2008
STD-Li--2002,Clozapine versus other atypical antipsychotics for schizophrenia,Unclear Risk,Double[comma] probably identical capsules. Whether blinding was successful has not been examined[comma] but both compounds differ quite substantially in side-effects. This can be a problem for blinding. Objective outcomes such as laboratory measures or death are unlikely to have been much affected by problems of blinding. This latter[comma] probably leads a low risk of bias.,2002
STD-Li--2003,Clozapine versus other atypical antipsychotics for schizophrenia,Unclear Risk,Single[comma] rater-blind. Whether blinding was successful has not been examined[comma] but both compounds differ quite substantially in side-effects. This can be a problem for blinding. Objective outcomes such as laboratory measures or death are unlikely to have been much affected by problems of blinding. This latter[comma] probably leads a low risk of bias.,2003
STD-Li--2005,Clozapine versus other atypical antipsychotics for schizophrenia,Unclear Risk,Double[comma] no further details. Whether blinding was successful has not been examined[comma] but both compounds differ quite substantially in side-effects. This can be a problem for blinding. Objective outcomes such as laboratory measures or death are unlikely to have been much affected by problems of blinding. This latter[comma] probably leads a low risk of bias.,2005
STD-Lin-2003,Clozapine versus other atypical antipsychotics for schizophrenia,Low risk,Quote: ".. patients were allocated on a random[comma] rater blind basis.." Probably done. The success of blinding was not evaluated.,2003
STD-Lindenberg-1997,Clozapine versus other atypical antipsychotics for schizophrenia,Low risk,Quote: “They were randomly assigned in a double design to clozapine or zotepine” Comment: Probably done. The success of blinding was not evaluated.,1977
STD-Liu--2004,Clozapine versus other atypical antipsychotics for schizophrenia,Unclear Risk,Single[comma] rater-blind. Whether blinding was successful has not been examined[comma] but both compounds differ quite substantially in side-effects. This can be a problem for blinding. Objective outcomes such as laboratory measures or death are unlikely to have been much affected by problems of blinding. This latter[comma] probably leads a low risk of bias.,2004
STD-McGurk-2005,Clozapine versus other atypical antipsychotics for schizophrenia,Low risk,Quote: “ double-blind[comma] 29 week trial..” Comment: Probably done.,2005
STD-Meltzer-2003,Clozapine versus other atypical antipsychotics for schizophrenia,Low risk,Single-open label/blind raters. Comment: Probably done. The rater’s masking was monitored by external service.,2003
STD-Moresco-2004,Clozapine versus other atypical antipsychotics for schizophrenia,Low risk,Quote:“ A double blind[comma] parallel study.” Comment: Probably done. The success of blinding was not evaluated.,2004
